,Food Name,Glycemic Load,Completeness Score,Amino Acid Score
24774,lamb broiled cooked trimmed to,0.0,40.0,141.0
24775,keebler town house crackers wheat,,,
24776,meat sausage pepperoni ham made,,,
24777,infant formula not reconstituted with,2.0,56.0,
24778,buitoni roasted garlic marinara sauce,,,
24779,fast foods oven roasted chicken,,,
24780,cedars hommus pineapple jalapeno,,,
24781,lamb braised cooked heart variety,4.0,52.0,121.0
24782,annies frt wands chry ygrt,,,
24783,beans with salt drained boiled,1.0,66.0,87.0
24784,quaker cwy granola bars smores,,,
24785,arborio white rice,,,
24786,balsamic ginger dressing,,,
24787,pecans not further speficied,,,
24788,crushed tomatoes in tomato puree,,,
24789,frankfurter or hot dog sandwich,,,
24790,grapefruit sparkling mixer,,,
24791,peanuts honey roasted,,,
24792,kashi entres pesto chickpea quinoa,,,
24793,mediterranean style salad snack tray,,,
24794,turkey skin eaten roasted light,,,
24795,oatmeal fat added other flavors,,,
24796,abbott eas myoplex original shake,,,
24797,pectin dry mix unsweetened,24.0,15.0,
24798,schar classic white rolls glutenfree,,,
24799,peanut flour low fat,5.0,50.0,70.0
24800,authentic italian recipe gelato,,,
24801,allpurpose seasoning traditionally brewed less,,,
24802,gatorade fruit punch thirst quencher,,,
24803,everyday value salsa,,,
24804,swiss miss gift pack cocoa,,,
24805,mini cone neutral coating,,,
24806,all american dip,,,
24807,peppers with salt drained boiled,0.0,77.0,87.0
24808,carved chicken club sandwich,,,
24809,lima beans raw mature seeds,48.0,56.0,95.0
24810,organic culinary ancient grains,,,
24811,capn crunchs crunch berries sweetened,,,
24812,infant formula not specified as,,,
24813,fast foods regular patty plain,31.0,35.0,119.0
24814,venison or deer andor darkgreen,,,
24815,alfredo mascarpone with champignon porcini,,,
24816,sub sandwich with jalapeno ranch,,,
24817,healthy choice split pea and,,,
24818,soup prepared with equal volume,12.0,47.0,94.0
24819,cabbage raw green,,,
24820,oil coconut,0.0,0.0,0.0
24821,chimi salsa,,,
24822,duck skin not eaten roasted,,,
24823,kelloggs special k cookies blonde,,,
24824,baba foods spicy black bean,,,
24825,egg omelet or scrambled not,,,
24826,cereals readytoeat cocoa dynobites maltomeal,,,
24827,advanced therapeutic nutrition for muscle,,,
24828,chicken thigh skin eaten not,,,
24829,tea green bottled iced,,,
24830,healthy choice fudge bar fl,,,
24831,popeyes skin and breading removed,1.0,35.0,85.0
24832,sea lion meat with fat,1.0,28.0,0.0
24833,asian salad toppings,,,
24834,crushed tomatoes in heavy puree,,,
24835,flavored rice mixture,,,
24836,blackberry lemon sparkling maple water,,,
24837,knish meat,,,
24838,pork unheated separable lean only,1.0,45.0,134.0
24839,kfc meat and skin with,,,
24840,spices ground allspice,1.0,60.0,
24841,croutons seasoned,15.0,28.0,62.0
24842,natural refined cane sugar,,,
24843,fat free black forest ham,,,
24844,bread toasted multigrain,,,
24845,canfields sparkling seltzer water,,,
24846,corned beef lean and fat,,,
24847,bold skillet sauce citrus mango,,,
24848,rennin prepared with whole milk,2.0,40.0,134.0
24849,alferedo sauce alfredo,,,
24850,vitasoy usa light vanilla soymilk,6.0,49.0,
24851,beverages diet lemon decaffeinated instant,,,
24852,pillsbury grands southern homestyle recipe,,,
24853,sri lanka gold premium king,,,
24854,beef broth canned or readytoserve,,,
24855,kelloggs cracklin oat bran cereal,19.0,63.0,
24856,purple potato brown rice ramen,,,
24857,garlic herb parmesan quinoa,,,
24858,battered cauliflower with cheese,,,
24859,american pasteurized process deluxe cheese,,,
24860,medium roast all american classic,,,
24861,yogurt parfait with fruit and,,,
24862,cookies with added fiber reduced,,,
24863,crustaceans breaded and fried cooked,5.0,35.0,114.0
24864,chicken not reheated frozen precooked,,,
24865,egg dried whole,0.0,46.0,131.0
24866,campbells pasta spaghettios fun shapes,,,
24867,naked pineapple coconut water,,,
24868,manischewitz veggie potato pancake mix,,,
24869,granulated sweet like sugar,,,
24870,naturally hickory smoked semi boneless,,,
24871,quaker breakfast cookie oatmeal chocolate,,,
24872,cheese mexican blend of cheddar,,,
24873,soup prepared with equal volume,12.0,47.0,94.0
24874,banquet chicken pot pie,17.0,16.0,
24875,beverages powder cocoa mix,,,
24876,apricothoney spread,,,
24877,chrzan horseradish,,,
24878,potato only from puerto rican,,,
24879,hardwood smoked honey cured center,,,
24880,busha brownes spicy hot pepper,,,
24881,oil fully hydrogenated soy industrial,,,
24882,lima beans solids and liquids,7.0,63.0,87.0
24883,mcdonalds egg cheese mcgriddles bacon,22.0,21.0,
24884,base barbecue sauce,,,
24885,all natural hummus with chips,,,
24886,oz tostitos thick cut yellow,,,
24887,banquet original crispy fried chicken,,,
24888,black cold brew coffee concentrate,,,
24889,crackers flavored triscuit woven wheat,,,
24890,honey peanut butter blend with,,,
24891,beef smoked cured chopped,1.0,44.0,117.0
24892,sauce with butter preparedfromrecipe thin,,,
24893,american flax seeds brown,,,
24894,brewed matcha tea,,,
24895,cheese port de salut,1.0,34.0,136.0
24896,organic chocolate almondmilk,,,
24897,ham andor darkgreen leafy no,,,
24898,authentic flavor fat free refried,,,
24899,potatoes with salt skin cooked,7.0,46.0,109.0
24900,adds umami seasoning,,,
24901,grits fat added made with,,,
24902,pan dulce with raisins and,,,
24903,cafe mocha roasted coffee milk,,,
24904,fast foods and bacon cheese,18.0,32.0,113.0
24905,pillsbury cherry toaster strudel pastries,,,
24906,carp fried coated,,,
24907,combination sausage and pepperoni pizza,,,
24908,spicy margarita cocktail syrup,,,
24909,chili con carne with beans,11.0,61.0,
24910,beef grilled cooked all grades,0.0,43.0,94.0
24911,plantain not specified as to,,,
24912,naked berry blast juice smoothie,,,
24913,candies reeses nutrageous candy bar,15.0,16.0,
24914,soup prepared with equal volume,12.0,47.0,94.0
24915,silk plus fiber soymilk,7.0,58.0,
24916,chocolate marshmallow high protein shake,,,
24917,everyday value organic linguine,,,
24918,chocolate flavored protein greens,,,
24919,beef raw choice trimmed to,0.0,40.0,94.0
24920,nuts blanched almonds,0.0,39.0,55.0
24921,liquid water enhancer naturally sweetened,,,
24922,creamy unsweetened salt free peanut,,,
24923,roll hot dog bun multigrain,,,
24924,taro without salt cooked tahitian,6.0,69.0,
24925,pillsbury golden layer buttermilk biscuits,8.0,8.0,
24926,campbells soup chicken dumpling,10.0,21.0,
24927,cake or cupcake without icing,,,
24928,medium egg noodles pasta,,,
24929,brown rice cereal instant dry,2.0,36.0,
24930,gelatin desserts no added sodium,2.0,18.0,0.0
24931,cookies with rice cereal and,,,
24932,bold organics turn on the,,,
24933,fudge chocolatecoated chocolate,,,
24934,flavored juice beverage pineapple with,,,
24935,bbq style beans,,,
24936,fanta strawberry soda bottle fl,,,
24937,rice chinese restaurant steamed white,24.0,14.0,
24938,bacon bits dried cranberries almonds,,,
24939,bobs red mill irish soda,,,
24940,confectioners x powdered pure cane,,,
24941,pork ham shank bone in,18.0,40.0,133.0
24942,campbells soup broccoli cheese,9.0,12.0,
24943,rotel original resealable jar,,,
24944,chili starter honeychipotle sauce,,,
24945,basil flavored extra virgin olive,,,
24946,kelloggs special k cereal low,5.0,87.0,
24947,frontier flapjack waffle mix,,,
24948,dip cheese and salsa medium,,,
24949,capn crunchs crunch berries sweetened,,,
24950,cracker barrel farm raised catfish,,,
24951,organic buckwheat pasta ramen,,,
24952,classic margarita nonalcoholic cocktail mixer,,,
24953,game meat broiled cooked separable,0.0,45.0,108.0
24954,rolls commercially prepared includes brownandserve,,,
24955,bear naked hw bars almond,,,
24956,betty crocker chocolate mousse chilled,,,
24957,betty crocker hotel transylvania fruit,,,
24958,gluten free bread crumbs,,,
24959,keebler vienna fingers cookies vanilla,,,
24960,mullet raw,0.0,43.0,148.0
24961,oatmeal no added fat made,,,
24962,orville redenbachers pour over movie,,,
24963,cookie rugelach,,,
24964,fish raw tilapia,0.0,40.0,130.0
24965,school lunch cooked frozen whole,,,
24966,blue sky zero root beer,,,
24967,canadian spring water,,,
24968,bear creek caramel filled chocolaty,,,
24969,white russian,,,
24970,shrimp and clams in tomatobased,,,
24971,island spiced club soda,,,
24972,medium roast genius blend instant,,,
24973,chicken roasted cooked meat and,0.0,29.0,130.0
24974,cookies with frosting or icing,,,
24975,bushs chili beans pinto in,,,
24976,organic quinoa red,,,
24977,annies organic grass fed shells,,,
24978,swanson broth chicken,0.0,30.0,41.0
24979,bigga jamaica kola soft drink,,,
24980,bread toasted egg,11.0,35.0,64.0
24981,tofu prepared with calcium sulfate,1.0,49.0,106.0
24982,oysters fat added baked or,,,
24983,chocolate fudge cocoa mix,,,
24984,pepper raw hot chili,2.0,83.0,87.0
24985,pasta with tomatobased sauce restaurant,,,
24986,homestyle flavor pumpkin spice muffin,,,
24987,pepperoni and salami submarine sandwich,,,
24988,rotisserie chicken seasoning,0.0,29.0,107.0
24989,chicken bacon ranch seasoned whitemeat,,,
24990,burrito from fast food and,,,
24991,garlic green onion teriyaki sauce,,,
24992,campbells condensed soup french onion,3.0,15.0,
24993,nondairy pancake mix,,,
24994,dry mouth drops,,,
24995,pie lemon fried pies,27.0,12.0,79.0
24996,allpurpose bleached enriched flour,,,
24997,basil garlic oregano diced tomatoes,,,
24998,muir glen organic petite diced,,,
24999,muller frutup lemon z,,,
25000,chicken or turkey fricassee puerto,,,
25001,infant formula liquid concentrate advance,2.0,56.0,
25002,pisco sour mix,,,
25003,annies homegrown organic grabbits chocolate,,,
25004,brussels sprouts no added fat,,,
25005,tropicana pure premium orange strawberry,,,
25006,cheesecake with fruit,,,
25007,gatorade thirst quencher fruit punch,,,
25008,creamy spinach parmesan pasta sauce,,,
25009,beef broiled cooked all grades,0.0,43.0,154.0
25010,lamb braised cooked separable lean,0.0,31.0,141.0
25011,agua mineral,,,
25012,peppers without salt drained boiled,3.0,75.0,87.0
25013,annies organic shells white cheddar,,,
25014,flavor sauce,7.0,26.0,
25015,liquid drink mix orange citrus,,,
25016,stewed rabbit puerto rican style,,,
25017,bushs black beans pack,,,
25018,chocolate milk made from light,,,
25019,cereal or granola bar quaker,,,
25020,ham turkey club sandwich,,,
25021,vermicelli made from soy,73.0,17.0,
25022,sweet potato with salt baked,10.0,64.0,82.0
25023,orange flavored zero sugar thirst,,,
25024,honeysuckle white homestyle turkey tenderloins,,,
25025,del monte pasta sauce green,,,
25026,ginger honey original vitamin iced,,,
25027,spinach and artichoke dip,,,
25028,barbeque spicy wet sauce,,,
25029,edamame unprepared frozen,4.0,72.0,90.0
25030,bernies burger bus chipotle aioli,,,
25031,crispy crunch bars,,,
25032,crustaceans canned mixed species shrimp,0.0,56.0,130.0
25033,chicken roasted cooked meat and,0.0,29.0,130.0
25034,healthy choice italian sausage and,,,
25035,chicken ramen noodle soup,17.0,23.0,39.0
25036,italian style panko bread crumbs,,,
25037,all pro hot sauce,,,
25038,basmati quinoa,,,
25039,granulated white pure cane sugar,,,
25040,pork loin bone in chops,0.0,28.0,142.0
25041,milk shake flavors other than,,,
25042,buschs organic great northern beans,,,
25043,pork shoulder picnic boneless cushion,,,
25044,huberts half lemonade black tea,,,
25045,plums ba,,,
25046,burrito with beans meatless and,,,
25047,lamb raw seam fat fresh,,,
25048,pinto beans and white rice,,,
25049,cheese blend,1.0,36.0,
25050,shrimp cocktail,3.0,14.0,
25051,blackberry lemonade,,,
25052,bison cooked,0.0,44.0,108.0
25053,salad dressing reduced calorie french,8.0,6.0,
25054,turkey cheese bites,,,
25055,enchilada sauce can,,,
25056,best yet refreshing soda black,,,
25057,black cherry vanilla energy drink,,,
25058,cocktail,16.0,3.0,
25059,ginger mix,,,
25060,turkey raw with added solution,,,
25061,creamy strawberry high protein balanced,,,
25062,chicken or turkey andor darkgreen,,,
25063,four seasons gourmet foods fresh,,,
25064,beef broiled cooked all grades,0.0,43.0,154.0
25065,stew not further speficied,,,
25066,alcoholic beverage pinot blanc white,0.0,0.0,
25067,ranch style black label red,,,
25068,steelhead trout flesh shoshone bannock,0.0,34.0,
25069,broccoli no added fat cooked,,,
25070,orange mango flavor electrolyte hydration,,,
25071,oil intermediate grade product confection,0.0,2.0,0.0
25072,mio fit liquid water enhancer,,,
25073,corn flour white unenriched masa,,,
25074,black tea beverage,0.0,0.0,
25075,buddig premium deli smoked ham,,,
25076,betty crocker cheesy hash brown,,,
25077,ahold clear splash sparkling water,,,
25078,chicken leg skin not eaten,,,
25079,green peas no added fat,,,
25080,anything sauce,,,
25081,iced mango black tea concentrate,,,
25082,asian gourmet spicy chili garlic,,,
25083,nugget hardwood smoked prem sugar,,,
25084,veal raw separable fat composite,0.0,5.0,138.0
25085,pork cooked breaded ground or,,,
25086,classic italian tomato pasta sauce,,,
25087,jeds coffee co strong ground,,,
25088,annies snck mx pizza,,,
25089,cheese blend rising crust pizza,,,
25090,santiam pumpkin,,,
25091,italian classics whole wheat organic,,,
25092,broccoli raw flower clusters,2.0,79.0,72.0
25093,berry sport electrolyte beverage,,,
25094,campbells soup chicken,0.0,8.0,0.0
25095,the original liquid creamer singles,,,
25096,vanilla flavor latte macchiato roast,,,
25097,tomatillos,1.0,72.0,
25098,extra sweet real brewed tea,,,
25099,betty crocker three cheese potatoes,,,
25100,campbells chunky soup chicken corn,10.0,23.0,
25101,ham cheese sandwich,18.0,19.0,
25102,eight wonder ifugao diket sticky,,,
25103,ice cream vanilla,9.0,10.0,
25104,classic mixed vegetables not specified,,,
25105,bbq chicken recipe crispy thin,,,
25106,potato chips reduced fat,11.0,32.0,
25107,spinach cooked with oil fresh,,,
25108,lamb raw spleen variety meats,0.0,53.0,127.0
25109,cereals readytoeat golden puffs maltomeal,,,
25110,la molienda,,,
25111,platter small fruit chocolate,,,
25112,fiber one chocolate chip crunchy,,,
25113,assorted fruit vegetable ice bars,,,
25114,frozen fruit juice bar no,,,
25115,barrelaged sriracha,,,
25116,sweet potato puffs unprepared frozen,,,
25117,carp steamed or poached,,,
25118,soymilk vitamins a and d,8.0,42.0,
25119,good thins crackers bean chipotle,,,
25120,pepsi real sugar fluid ounce,,,
25121,infant formula not further specified,,,
25122,tomato beef rice soup prepared,,,
25123,caramelized onion topped hummus,,,
25124,annies organic cinnamon bunny grahams,,,
25125,chicken fc country krisp pc,,,
25126,chunks tropical fruit cocktail,,,
25127,classic chocolate plantbased protein shake,,,
25128,soup readytoserve chunky style canned,,,
25129,assi soy sauce,,,
25130,lamb cooked choice trimmed to,0.0,13.0,141.0
25131,meatballs diet frozen meal with,,,
25132,meal replacement protein shake,,,
25133,artichoke spinach dip,,,
25134,beef raw select trimmed to,0.0,42.0,94.0
25135,ginger tea,,,
25136,rice fat added soybased sauce,,,
25137,coconut water with pulp,,,
25138,kashi chewy bars toasted coconut,,,
25139,ben jerrys ice cream new,,,
25140,formulated bar snickers marathon double,11.0,76.0,
25141,oz ch lon ribeye stk,,,
25142,basil parmesan dressing,,,
25143,almond flour pasta gnocchi,,,
25144,beef broiled cooked usda choice,0.0,43.0,154.0
25145,coffee iced latte,,,
25146,alcoholic beverage canned daiquiri,1.0,2.0,0.0
25147,chicken fried cooked meat only,1.0,30.0,136.0
25148,delish ground arabica hazelnut coffee,,,
25149,crackers with cheese filling sandwich,14.0,24.0,85.0
25150,candies twizzlers cherry bites,22.0,3.0,
25151,assi oriental style pasta noodle,,,
25152,carlita peach and pineapple chipotle,,,
25153,squid fat added baked or,,,
25154,keebler gripz cookies chips deluxe,,,
25155,pork unheated separable lean only,1.0,45.0,134.0
25156,bucatini enriched macaroni,,,
25157,spices caraway seed,0.0,71.0,102.0
25158,boneless ham slices,3.0,42.0,134.0
25159,chicken or turkey soup with,,,
25160,cheese sandwich no spread on,,,
25161,infant formula made with tap,,,
25162,banquet cherry berry fruit pie,,,
25163,black bean corn mild salsa,,,
25164,potato with sour cream peel,,,
25165,summer squash cooked with oil,,,
25166,organic spanish extra virgin olive,,,
25167,keebler zesta saltines crackers ct,,,
25168,great value tropical drink enhancer,,,
25169,brown rice vinegar,,,
25170,beverages diet readytodrink green tea,,,
25171,italian style sandwich,,,
25172,brown allulose baking blend,,,
25173,gatorade thirst quencher glacier cherry,,,
25174,black dragon kombucha,,,
25175,frankfurter or hot dog sandwich,,,
25176,soybean oil vegetable,0.0,10.0,
25177,apricot flavored jam,,,
25178,bread scone roll mix,,,
25179,citrus iced tea clean energy,,,
25180,diet tea lemon,,,
25181,blood orange flavored caffeinated sparkling,,,
25182,alessi premium white balsamic reduction,,,
25183,alcoholic beverage hard lemonade malt,,,
25184,cod made with margarine baked,,,
25185,frontera taco sauce medium,,,
25186,mushrooms dried shiitake,1.0,56.0,46.0
25187,whole grain penne wheat macaroni,,,
25188,beef grilled cooked all grades,0.0,43.0,94.0
25189,bread crumbs italian style,,,
25190,turnip greens and turnips without,3.0,88.0,123.0
25191,campbells pasta spagos a to,,,
25192,collins mix,,,
25193,the finest brand jamaica mountain,,,
25194,veal chop lean and fat,,,
25195,oatmeal fat added fruit flavored,,,
25196,cajun crispy fish fry seafood,,,
25197,bagels oat bran,17.0,38.0,53.0
25198,salmon cake sandwich,,,
25199,fruit vinegar,,,
25200,manitoba harvest hemp foods raw,,,
25201,champagne wine vinegar,,,
25202,artisanal hydration elegant energy,,,
25203,chicken breast with rotisserie style,,,
25204,diced petite tomatoes in juice,,,
25205,chicken cooked meat only back,1.0,30.0,136.0
25206,dip not further speficied,,,
25207,applesauce with cherries strained ba,,,
25208,cereal kashi autumn wheat,27.0,17.0,
25209,enchilada sauce mild,,,
25210,milkfat lowfat cottage cheese,6.0,36.0,158.0
25211,tropicana essentials vitamin c and,,,
25212,hemp seed hulled,,,
25213,beef andor darkgreen leafy no,,,
25214,crackers with peanut butter filling,13.0,26.0,66.0
25215,beverages prepared with whole milk,12.0,40.0,83.0
25216,healthy choice four cheese tortellini,,,
25217,prosciutto wrapped mozzarella cheese with,,,
25218,spinach sponge savory base,,,
25219,shrimp made with oil baked,,,
25220,ahold seltzer water peach mango,,,
25221,luffa cooked,,,
25222,bty crk cake mix hersheys,,,
25223,butternut squash ravioli with sweet,,,
25224,pork raw separable lean and,0.0,30.0,146.0
25225,cereals readytoeat mothers cinnamon oat,,,
25226,perch made with cooking spray,,,
25227,everyday value whole wheat linguine,,,
25228,electrolyte solution berry frost,,,
25229,organic spelt bread crumbs,,,
25230,bronze nut artisan pasta,,,
25231,pillsbury ready to bake reeses,,,
25232,pines wheat grass juice powder,,,
25233,natural sparkling spring water coconut,,,
25234,gatorade thirst quencher lemon ice,,,
25235,margarita gourmet cocktail mix,,,
25236,betty crocker delights supreme lemon,,,
25237,fish drained solids with bone,0.0,45.0,148.0
25238,beef braised cooked select trimmed,0.0,39.0,94.0
25239,millet cooked,21.0,32.0,37.0
25240,apple cider maple living vinegar,,,
25241,blue dragon pad thai stir,,,
25242,pork raw separable lean only,0.0,38.0,135.0
25243,pork loin chops double bone,,,
25244,perch no added fat baked,,,
25245,big dipper strawberry burst,,,
25246,nature valley peanut butter soft,,,
25247,herring no added fat baked,,,
25248,classic chocolate plantbased protein powder,,,
25249,pie prepared from recipe cherry,39.0,16.0,47.0
25250,california citrus champagne vinegar,,,
25251,progresso reduced sodium hearty minestrone,,,
25252,fl juice orange,,,
25253,desserts unsweetened tablets rennin,1.0,35.0,
25254,diced peaches pears in juice,,,
25255,turkey bone removed with skin,0.0,36.0,
25256,apples with skin red delicious,,,
25257,stur coconut liquid water enhancer,,,
25258,fremo aloe vera drink coconut,,,
25259,coconut water tropical passion,,,
25260,hormel always tender lemon garlicflavored,,,
25261,cereal or granola bar kelloggs,,,
25262,cock brand sweetened chilli sauce,,,
25263,cranberry juice cocktail frozen concentrate,10.0,14.0,
25264,grilled cheese sandwich on whole,,,
25265,combination sausage and pepperoni in,,,
25266,cookies chocolate wafers,50.0,22.0,83.0
25267,sunshine cheezit crackers ba,,,
25268,snacks low fat microwave popcorn,10.0,30.0,
25269,gnocchi cheese,,,
25270,bold organics organic rising crust,,,
25271,lamb or mutton stew with,,,
25272,acini di pepe no enriched,,,
25273,corn without salt drained boiled,9.0,48.0,83.0
25274,fish soup with potatoes mexican,,,
25275,cocktail infusions mix,,,
25276,betty crocker complete buttermilk pancake,,,
25277,pillsbury ready to bake pumpkin,,,
25278,gatorade thirst quencher lemon lime,,,
25279,orange tangerine with b vitamins,,,
25280,artesian water from norway,,,
25281,whipped topping fat free,4.0,26.0,
25282,beverages diet peach ready to,,,
25283,fruit cocktail solids and liquids,21.0,22.0,
25284,peach not further speficied canned,,,
25285,balsamic dressing,0.0,0.0,
25286,turkey roasted cooked meat and,0.0,34.0,139.0
25287,slice hard salami slices col,,,
25288,black hearts seltzer,,,
25289,all natural asiago cheese,,,
25290,flounder made with butter fried,,,
25291,bunches green chile sauce fire,,,
25292,luncheon slice salami or turkey,,,
25293,ham and vegetables including carrots,,,
25294,fish raw wild rainbow trout,0.0,51.0,148.0
25295,bourbon barrel cola,,,
25296,bread wheat puri,,,
25297,corn strained ba,,,
25298,showboat pork beans,,,
25299,tropicana pure premium red grapefruit,,,
25300,chicken cooked meat only thigh,0.0,34.0,136.0
25301,z ruffles sour cream and,,,
25302,frankfurter or hot dog sandwich,,,
25303,chicken thigh skin eaten grilled,,,
25304,cookies special dietary commercially prepared,3.0,16.0,77.0
25305,beans raw mature seeds great,46.0,60.0,104.0
25306,bibimbap korean,,,
25307,onions with salt drained boiled,8.0,53.0,64.0
25308,duncan hines blueberry streusel muffin,,,
25309,all natural italian gelato,,,
25310,avocado dressing,,,
25311,bologna made with chicken pork,,,
25312,chocolate latte organic cold brew,,,
25313,coffee reconstituted less caffeine instant,,,
25314,black bean mango salsa,,,
25315,beans rinsed in tap water,,,
25316,tea presweetened with sugar decaffeinated,,,
25317,celeste original pizza cheese,,,
25318,apricot mustard glaze,,,
25319,complete nutrition shake vanilla,,,
25320,bread andor tapioca corn starch,,,
25321,pringles crisps snack stacks bbq,,,
25322,cotton candy smart energy drink,,,
25323,gmills reeses puffs bunnies swt,,,
25324,black oolong tea blend,,,
25325,coco mango sparkling coconut water,,,
25326,annies organic bernie os canned,,,
25327,ranch style borracho beans,,,
25328,collards no added fat cooked,,,
25329,liquid water enhancer with electrolytes,,,
25330,choice stewed tomatoes,,,
25331,sunshine cheezit cheddar jack,,,
25332,pear nectar,10.0,20.0,
25333,bean dip football tray,,,
25334,all natural mint chocolate chip,10.0,17.0,
25335,cinnamon ginger and clove stress,,,
25336,fried eggplant,,,
25337,diced peaches in light syrup,,,
25338,gordita or chalupa with chicken,,,
25339,campbells well yes soup red,,,
25340,sour cherry energy chews,,,
25341,potatoes stroganoff hamburger helper,,,
25342,syrups hersheys genuine chocolate flavored,6.0,14.0,
25343,oil partially hydrogenated salad or,0.0,2.0,0.0
25344,blueberry muffin mix,17.0,2.0,
25345,tapt,,,
25346,cranberry juice cocktail prepared with,6.0,14.0,
25347,coffee decaffeinated iced latte,,,
25348,enriched yolk free extra wide,,,
25349,crumpet,,,
25350,crustaceans moist heat cooked dungeness,1.0,56.0,113.0
25351,borlotti roman beans,,,
25352,chipotle pumpkin salsa with roasted,,,
25353,daiquiri,1.0,2.0,0.0
25354,cucina di lensi cheese risotto,,,
25355,david sweet and spicy seeds,,,
25356,nuts without salt added dry,0.0,41.0,55.0
25357,doughnuts enriched includes honey buns,4.0,22.0,68.0
25358,jelly sandwich not further speficied,,,
25359,yoplait oui french style ygrt,,,
25360,blue dragon general tao stir,,,
25361,rtc brd chicken pc cut,,,
25362,carrabbas italian grill spaghetti with,,,
25363,cake boston cream pie,21.0,15.0,111.0
25364,shrimp scampi,,,
25365,beef broiled cooked select trimmed,0.0,43.0,154.0
25366,classic rose simple syrups,,,
25367,nuts with salt added plain,0.0,32.0,66.0
25368,raspberry lemonade flavored liquid water,,,
25369,angela mia extra heavy pizza,,,
25370,beverages sugar free energy drink,,,
25371,butterball cajun style turkey breast,,,
25372,chicken roasted meat and skin,0.0,29.0,130.0
25373,fruit punch flavors liquid water,,,
25374,margarinelike spread smart balance omega,,,
25375,bryan centerpiece boneless ham hickory,,,
25376,hard salami wrapped mozzarella cheese,,,
25377,lays garden tomato basil potato,,,
25378,diet pepsi cola liter plastic,,,
25379,salad dressing regular ranch,0.0,10.0,
25380,shortening soybean hydrogenated and palm,0.0,0.0,0.0
25381,peanut sauce,,,
25382,bamboo shoots drained solids canned,2.0,68.0,73.0
25383,annies organic strawberry and berry,,,
25384,popcorn with added butter or,,,
25385,lamb broiled cooked choice trimmed,0.0,30.0,141.0
25386,chili macaroni hamburger helper,,,
25387,scone,40.0,13.0,
25388,blood orange flavored beverage,,,
25389,cereal general mills raisin nut,25.0,52.0,
25390,hurricane frozen beverage mix,,,
25391,rice fat added with corn,,,
25392,brown jasmati rice,,,
25393,quaker chewy yogurt vanilla granola,,,
25394,spinach not specified as to,,,
25395,tea unsweetened decaffeinated black instant,,,
25396,beef and noodles with mushroom,,,
25397,falafel sandwich,,,
25398,chicken or turkey and noodles,,,
25399,beverages cran grape ocean spray,,,
25400,diced tomatoes in tomato juice,,,
25401,strudel cheese,,,
25402,spices cumin seed,1.0,69.0,
25403,chile verde seasoned diced chicken,,,
25404,lentil soup or readytoserve canned,,,
25405,everyday value monterey jack cheese,,,
25406,incagen linaza,,,
25407,margarine tub fat margarinelike vegetable,,,
25408,crackers flatbread,,,
25409,sweetened iced coffee,,,
25410,fresh rice noodles,,,
25411,organic super grain blend,,,
25412,sopa seca not further speficied,,,
25413,allens medium green lima beans,,,
25414,beef raw select trimmed to,0.0,42.0,94.0
25415,kelloggs raisin bran cereal banana,,,
25416,renaissance food group llc ham,,,
25417,egg salad made with mayonnaise,,,
25418,caesar dressing marinade,,,
25419,dr pete drink mix,,,
25420,angel hair grain legume pasta,,,
25421,pillsbury hershey chocolate brownie cookie,,,
25422,chocolate coconut collagen peptide drink,,,
25423,chicken wings with other sauces,,,
25424,all natural italian dry salame,,,
25425,soup prepared with water mix,7.0,53.0,
25426,chocolate milk not specified as,,,
25427,beef broiled cooked select trimmed,0.0,43.0,154.0
25428,milk low fat reconstituted dry,,,
25429,turnover no gravy and cheesefilled,,,
25430,potatoes baked flesh and skin,29.0,52.0,109.0
25431,puddings prepared with milk regular,3.0,32.0,138.0
25432,bistro style artisanal meat,,,
25433,birchberry bistro skinless boneless oven,,,
25434,yoplait original lf ygrt tropical,,,
25435,firepot nomadic teas spiced black,,,
25436,chill,9.0,39.0,14.0
25437,marie callenders frozen pie dessert,,,
25438,diet snapple peach tea,,,
25439,akara african falafel burgers,,,
25440,bagel with raisins wheat,,,
25441,vegetable curry,,,
25442,rice and vermicelli mix unprepared,,,
25443,chocolate syrup,35.0,13.0,
25444,lamb roasted cooked choice trimmed,0.0,36.0,141.0
25445,everyday value organic low fat,,,
25446,sapp organic birch tree water,,,
25447,chip dip,,,
25448,naturally cherrywood smoked boneless slicing,,,
25449,chicken not specified as to,,,
25450,pork panbroil heated separable lean,,,
25451,bertolli italian sausage and rigatoni,,,
25452,quaker popped rice crisps ranch,,,
25453,macaroni or noodles with cheese,,,
25454,pork chop stewed with vegetables,,,
25455,california style white pizza,,,
25456,turkey skin not eaten stewed,,,
25457,rsthambnlsntdsmpcz,,,
25458,pork liver,0.0,50.0,123.0
25459,califia farms cold brew coffee,,,
25460,bear naked cereal cinnamon sunflower,,,
25461,hot pockets frozen and cheddar,41.0,19.0,
25462,chili canned entree no beans,1.0,43.0,
25463,cooked wheat grain,,,
25464,grenadine,8.0,1.0,0.0
25465,infant formula not specified as,,,
25466,american style prepared mustard,,,
25467,kimchi fried noodle dish,,,
25468,tropicana trop raspberry lemonade juice,,,
25469,egg protein powder dietary supplement,,,
25470,annies organic tropical treat bunny,,,
25471,artificially flavored vanilla ice cream,,,
25472,turkey roasted cooked meat only,0.0,40.0,145.0
25473,kelloggs froot loops cereal in,,,
25474,turkey canned,8.0,39.0,
25475,aged nut cheese,,,
