,Food,Matching Food,Category of Matching Food,Number of common flavor molecules
53328,Other Frozen Dessert,Wine Beverage,Beverage,4
53329,Other Frozen Dessert,Barley,Cereal,4
53330,Other Frozen Dessert,Crispbread,Cereal,4
53331,Other Frozen Dessert,Oats,Cereal,4
53332,Other Frozen Dessert,Rice,Cereal,4
53333,Other Frozen Dessert,Corn,Maize,4
53334,Other Frozen Dessert,Popcorn,Maize,4
53335,Other Frozen Dessert,Butter,Dairy,4
53336,Other Frozen Dessert,Cheese,Dairy,4
53337,Other Frozen Dessert,Other Cheeses,Cheeses,4
53338,Other Frozen Dessert,Milk,Dairy,4
53339,Other Frozen Dessert,Yogurt,Dairy,4
53340,Other Frozen Dessert,Crab,Seafood,4
53341,Other Frozen Dessert,Codfish,Fish,4
53342,Other Frozen Dessert,Artichoke,Flower,4
53343,Other Frozen Dessert,Apple,Fruit,4
53344,Other Frozen Dessert,Apricot,Fruit,4
53345,Other Frozen Dessert,Avocado,Fruit,4
53346,Other Frozen Dessert,Banana,Fruit,4
53347,Other Frozen Dessert,Cherimoya,Fruit,4
53348,Other Frozen Dessert,Coconut,Fruit,4
53349,Other Frozen Dessert,Black Currant,Currant,4
53350,Other Frozen Dessert,Red Currant,Currant,4
53351,Other Frozen Dessert,Dates,Fruit,4
53352,Other Frozen Dessert,Elderberry,Fruit-Berry,4
53353,Other Frozen Dessert,Feijoa,Fruit,4
53354,Other Frozen Dessert,Fig,Fruit,4
53355,Other Frozen Dessert,Grape,Fruit,4
53356,Other Frozen Dessert,Guava,Fruit,4
53357,Other Frozen Dessert,Jackfruit,Fruit,4
53358,Other Frozen Dessert,Kiwifruit,Fruit,4
53359,Other Frozen Dessert,Litchi,Fruit,4
53360,Other Frozen Dessert,Loquat,Fruit,4
53361,Other Frozen Dessert,Mango,Fruit,4
53362,Other Frozen Dessert,Melon,Fruit,4
53363,Other Frozen Dessert,Musk Melon,Melon,4
53364,Other Frozen Dessert,Orange,Fruit,4
53365,Other Frozen Dessert,Papaya,Fruit,4
53366,Other Frozen Dessert,Passionfruit,Fruit,4
53367,Other Frozen Dessert,Peach,Fruit,4
53368,Other Frozen Dessert,Pear,Fruit,4
53369,Other Frozen Dessert,Prickly Pear,Pear,4
53370,Other Frozen Dessert,Pineapple,Fruit,4
53371,Other Frozen Dessert,Plum,Fruit,4
53372,Other Frozen Dessert,Pumpkin,Fruit,4
53373,Other Frozen Dessert,Quince,Fruit,4
53374,Other Frozen Dessert,Sapodilla,Fruit,4
53375,Other Frozen Dessert,Starfruit,Fruit,4
53376,Other Frozen Dessert,Tamarind,Fruit,4
53377,Other Frozen Dessert,Cranberry,Berry,4
53378,Other Frozen Dessert,Gooseberry,Berry,4
53379,Other Frozen Dessert,Lingonberry,Berry,4
53380,Other Frozen Dessert,Loganberry,Berry,4
53381,Other Frozen Dessert,Raspberry,Berry,4
53382,Other Frozen Dessert,Strawberry,Berry,4
53383,Other Frozen Dessert,Grapefruit Fruit,Fruit,4
53384,Other Frozen Dessert,Kumquat Fruit,Fruit,4
53385,Other Frozen Dessert,Lemon Fruit,Fruit,4
53386,Other Frozen Dessert,Lime Fruit,Fruit,4
53387,Other Frozen Dessert,Mandarin Orange Fruit,Orange,4
53388,Other Frozen Dessert,Mushroom,Fungus,4
53389,Other Frozen Dessert,Basil,Herb,4
53390,Other Frozen Dessert,Buckwheat,Herb,4
53391,Other Frozen Dessert,Chervil,Herb,4
53392,Other Frozen Dessert,Coriander,Herb,4
53393,Other Frozen Dessert,Dill,Herb,4
53394,Other Frozen Dessert,Fennel,Herb,4
53395,Other Frozen Dessert,Fenugreek,Herb,4
53396,Other Frozen Dessert,Garlic,Herb,4
53397,Other Frozen Dessert,Rhubarb,Herb,4
53398,Other Frozen Dessert,Rosemary,Herb,4
53399,Other Frozen Dessert,Beef,Meat,4
53400,Other Frozen Dessert,Chicken,Meat,4
53401,Other Frozen Dessert,Mutton,Meat,4
53402,Other Frozen Dessert,Pork,Meat,4
53403,Other Frozen Dessert,Turkey,Meat,4
53404,Other Frozen Dessert,Almond,Nut,4
53405,Other Frozen Dessert,Brazil Nut,Nut,4
53406,Other Frozen Dessert,Beans,Legume,4
53407,Other Frozen Dessert,Lima Beans,Beans,4
53408,Other Frozen Dessert,Peanut,Nut,4
53409,Other Frozen Dessert,Peas,Legume,4
53410,Other Frozen Dessert,Soybean,Legume,4
53411,Other Frozen Dessert,Soybean Sauce Plant,Sauce,4
53412,Other Frozen Dessert,Hazelnut,Nut,4
53413,Other Frozen Dessert,Macadamia Nut,Nut,4
53414,Other Frozen Dessert,Pecans,Nut,4
53415,Other Frozen Dessert,Walnut,Nut,4
53416,Other Frozen Dessert,Sesame,Seed,4
53417,Other Frozen Dessert,Chicory,Plant,4
53418,Other Frozen Dessert,Laurel,Plant,4
53419,Other Frozen Dessert,Olive,Plant,4
53420,Other Frozen Dessert,Pine,Plant,4
53421,Other Frozen Dessert,Tea,Plant,4
53422,Other Frozen Dessert,Watercress,Plant,4
53423,Other Frozen Dessert,Honey Plant,Plant,4
53424,Other Frozen Dessert,Rye,Cereal,4
53425,Lasagna,Bread,Bakery,4
53426,Lasagna,Wholewheat Bread,Bread,4
53427,Lasagna,Wine Beverage,Beverage,4
53428,Lasagna,Barley,Cereal,4
53429,Lasagna,Crispbread,Cereal,4
53430,Lasagna,Oats,Cereal,4
53431,Lasagna,Rice,Cereal,4
53432,Lasagna,Corn,Maize,4
53433,Lasagna,Popcorn,Maize,4
53434,Lasagna,Butter,Dairy,4
53435,Lasagna,Cheese,Dairy,4
53436,Lasagna,Other Cheeses,Cheeses,4
53437,Lasagna,Milk,Dairy,4
53438,Lasagna,Yogurt,Dairy,4
53439,Lasagna,Crab,Seafood,4
53440,Lasagna,Codfish,Fish,4
53441,Lasagna,Artichoke,Flower,4
53442,Lasagna,Apple,Fruit,4
53443,Lasagna,Apricot,Fruit,4
53444,Lasagna,Avocado,Fruit,4
53445,Lasagna,Banana,Fruit,4
53446,Lasagna,Cherimoya,Fruit,4
53447,Lasagna,Coconut,Fruit,4
53448,Lasagna,Black Currant,Currant,4
53449,Lasagna,Red Currant,Currant,4
53450,Lasagna,Dates,Fruit,4
53451,Lasagna,Elderberry,Fruit-Berry,4
53452,Lasagna,Feijoa,Fruit,4
53453,Lasagna,Fig,Fruit,4
53454,Lasagna,Grape,Fruit,4
53455,Lasagna,Guava,Fruit,4
53456,Lasagna,Jackfruit,Fruit,4
53457,Lasagna,Kiwifruit,Fruit,4
53458,Lasagna,Litchi,Fruit,4
53459,Lasagna,Loquat,Fruit,4
53460,Lasagna,Mango,Fruit,4
53461,Lasagna,Melon,Fruit,4
53462,Lasagna,Musk Melon,Melon,4
53463,Lasagna,Orange,Fruit,4
53464,Lasagna,Papaya,Fruit,4
53465,Lasagna,Passionfruit,Fruit,4
53466,Lasagna,Peach,Fruit,4
53467,Lasagna,Pear,Fruit,4
53468,Lasagna,Prickly Pear,Pear,4
53469,Lasagna,Pineapple,Fruit,4
53470,Lasagna,Plum,Fruit,4
53471,Lasagna,Pumpkin,Fruit,4
53472,Lasagna,Quince,Fruit,4
53473,Lasagna,Sapodilla,Fruit,4
53474,Lasagna,Starfruit,Fruit,4
53475,Lasagna,Tamarind,Fruit,4
53476,Lasagna,Cranberry,Berry,4
53477,Lasagna,Gooseberry,Berry,4
53478,Lasagna,Lingonberry,Berry,4
53479,Lasagna,Loganberry,Berry,4
53480,Lasagna,Raspberry,Berry,4
53481,Lasagna,Strawberry,Berry,4
53482,Lasagna,Grapefruit Fruit,Fruit,4
53483,Lasagna,Kumquat Fruit,Fruit,4
53484,Lasagna,Lemon Fruit,Fruit,4
53485,Lasagna,Lime Fruit,Fruit,4
53486,Lasagna,Mandarin Orange Fruit,Orange,4
53487,Lasagna,Mushroom,Fungus,4
53488,Lasagna,Basil,Herb,4
53489,Lasagna,Buckwheat,Herb,4
53490,Lasagna,Chervil,Herb,4
53491,Lasagna,Coriander,Herb,4
53492,Lasagna,Dill,Herb,4
53493,Lasagna,Fennel,Herb,4
53494,Lasagna,Fenugreek,Herb,4
53495,Lasagna,Garlic,Herb,4
53496,Lasagna,Rhubarb,Herb,4
53497,Lasagna,Rosemary,Herb,4
53498,Lasagna,Beef,Meat,4
53499,Lasagna,Chicken,Meat,4
53500,Lasagna,Mutton,Meat,4
53501,Lasagna,Pork,Meat,4
53502,Lasagna,Turkey,Meat,4
53503,Lasagna,Almond,Nut,4
53504,Lasagna,Brazil Nut,Nut,4
53505,Lasagna,Beans,Legume,4
53506,Lasagna,Lima Beans,Beans,4
53507,Lasagna,Peanut,Nut,4
53508,Lasagna,Peas,Legume,4
53509,Lasagna,Soybean,Legume,4
53510,Lasagna,Soybean Sauce Plant,Sauce,4
53511,Lasagna,Hazelnut,Nut,4
53512,Lasagna,Macadamia Nut,Nut,4
53513,Lasagna,Pecans,Nut,4
53514,Lasagna,Walnut,Nut,4
53515,Lasagna,Sesame,Seed,4
53516,Lasagna,Chicory,Plant,4
53517,Lasagna,Laurel,Plant,4
53518,Lasagna,Olive,Plant,4
53519,Lasagna,Pine,Plant,4
53520,Lasagna,Tea,Plant,4
53521,Lasagna,Watercress,Plant,4
53522,Lasagna,Honey Plant,Plant,4
53523,Lasagna,Rye,Cereal,4
53524,Morchella,Bread,Bakery,2
53525,Morchella,Rye Bread,Bread,2
53526,Morchella,Wholewheat Bread,Bread,2
53527,Morchella,Beer Beverage,Beverage,2
53528,Morchella,Gin Beverage,Beverage,2
53529,Morchella,Rum Beverage,Beverage,2
53530,Morchella,Whisky Beverage,Beverage,2
53531,Morchella,Wine Beverage,Beverage,2
53532,Morchella,Sake Beverage,Beverage,2
53533,Morchella,Coffee Beverage,Beverage,2
53534,Morchella,Barley,Cereal,2
53535,Morchella,Crispbread,Cereal,2
53536,Morchella,Oats,Cereal,2
53537,Morchella,Rice,Cereal,2
53538,Morchella,Corn,Maize,2
53539,Morchella,Popcorn,Maize,2
53540,Morchella,Butter,Dairy,2
53541,Morchella,Buttermilk,Dairy,2
53542,Morchella,Cheese,Dairy,2
53543,Morchella,Other Cheeses,Cheeses,2
53544,Morchella,Milk,Dairy,2
53545,Morchella,Milk Powder,Powder,2
53546,Morchella,Yogurt,Dairy,2
53547,Morchella,Crab,Seafood,2
53548,Morchella,Crayfish,Seafood,2
53549,Morchella,Lobster,Seafood,2
53550,Morchella,Mollusc,Seafood,2
53551,Morchella,Oyster,Seafood,2
53552,Morchella,Scallop,Seafood,2
53553,Morchella,Shrimp,Seafood,2
53554,Morchella,Codfish,Fish,2
53555,Morchella,Artichoke,Flower,2
53556,Morchella,Apple,Fruit,2
53557,Morchella,Apricot,Fruit,2
53558,Morchella,Avocado,Fruit,2
53559,Morchella,Banana,Fruit,2
53560,Morchella,Cherimoya,Fruit,2
53561,Morchella,Coconut,Fruit,2
53562,Morchella,Black Currant,Currant,2
53563,Morchella,Red Currant,Currant,2
53564,Morchella,Dates,Fruit,2
53565,Morchella,Elderberry,Fruit-Berry,2
53566,Morchella,Feijoa,Fruit,2
53567,Morchella,Fig,Fruit,2
53568,Morchella,Grape,Fruit,2
53569,Morchella,Guava,Fruit,2
53570,Morchella,Jackfruit,Fruit,2
53571,Morchella,Kiwifruit,Fruit,2
53572,Morchella,Litchi,Fruit,2
53573,Morchella,Loquat,Fruit,2
53574,Morchella,Mango,Fruit,2
53575,Morchella,Melon,Fruit,2
53576,Morchella,Musk Melon,Melon,2
53577,Morchella,Orange,Fruit,2
53578,Morchella,Papaya,Fruit,2
53579,Morchella,Passionfruit,Fruit,2
53580,Morchella,Peach,Fruit,2
53581,Morchella,Pear,Fruit,2
53582,Morchella,Prickly Pear,Pear,2
53583,Morchella,Pineapple,Fruit,2
53584,Morchella,Plum,Fruit,2
53585,Morchella,Pumpkin,Fruit,2
53586,Morchella,Quince,Fruit,2
53587,Morchella,Sapodilla,Fruit,2
53588,Morchella,Starfruit,Fruit,2
53589,Morchella,Tamarind,Fruit,2
53590,Morchella,Cranberry,Berry,2
53591,Morchella,Gooseberry,Berry,2
53592,Morchella,Lingonberry,Berry,2
53593,Morchella,Loganberry,Berry,2
53594,Morchella,Raspberry,Berry,2
53595,Morchella,Strawberry,Berry,2
53596,Morchella,Grapefruit Fruit,Fruit,2
53597,Morchella,Kumquat Fruit,Fruit,2
53598,Morchella,Lemon Fruit,Fruit,2
53599,Morchella,Lime Fruit,Fruit,2
53600,Morchella,Mandarin Orange Fruit,Orange,2
53601,Morchella,Mushroom,Fungus,2
53602,Morchella,Basil,Herb,2
53603,Morchella,Buckwheat,Herb,2
53604,Morchella,Chervil,Herb,2
53605,Morchella,Coriander,Herb,2
53606,Morchella,Dill,Herb,2
53607,Morchella,Fennel,Herb,2
53608,Morchella,Fenugreek,Herb,2
53609,Morchella,Garlic,Herb,2
53610,Morchella,Rhubarb,Herb,2
53611,Morchella,Rosemary,Herb,2
53612,Morchella,Beef,Meat,2
53613,Morchella,Beef Processed,Processed,2
53614,Morchella,Chicken,Meat,2
53615,Morchella,Mutton,Meat,2
53616,Morchella,Pork,Meat,2
53617,Morchella,Turkey,Meat,2
53618,Morchella,Almond,Nut,2
53619,Morchella,Brazil Nut,Nut,2
53620,Morchella,Beans,Legume,2
53621,Morchella,Lima Beans,Beans,2
53622,Morchella,Peanut,Nut,2
53623,Pancake,Bread,Bakery,4
53624,Pancake,Wholewheat Bread,Bread,4
53625,Pancake,Wine Beverage,Beverage,4
53626,Pancake,Barley,Cereal,4
53627,Pancake,Crispbread,Cereal,4
53628,Pancake,Oats,Cereal,4
53629,Pancake,Rice,Cereal,4
53630,Pancake,Corn,Maize,4
53631,Pancake,Popcorn,Maize,4
53632,Pancake,Butter,Dairy,4
53633,Pancake,Cheese,Dairy,4
53634,Pancake,Other Cheeses,Cheeses,4
53635,Pancake,Milk,Dairy,4
53636,Pancake,Yogurt,Dairy,4
53637,Pancake,Crab,Seafood,4
53638,Pancake,Codfish,Fish,4
53639,Pancake,Artichoke,Flower,4
53640,Pancake,Apple,Fruit,4
53641,Pancake,Apricot,Fruit,4
53642,Pancake,Avocado,Fruit,4
53643,Pancake,Banana,Fruit,4
53644,Pancake,Cherimoya,Fruit,4
53645,Pancake,Coconut,Fruit,4
53646,Pancake,Black Currant,Currant,4
53647,Pancake,Red Currant,Currant,4
53648,Pancake,Dates,Fruit,4
53649,Pancake,Elderberry,Fruit-Berry,4
53650,Pancake,Feijoa,Fruit,4
53651,Pancake,Fig,Fruit,4
53652,Pancake,Grape,Fruit,4
53653,Pancake,Guava,Fruit,4
53654,Pancake,Jackfruit,Fruit,4
53655,Pancake,Kiwifruit,Fruit,4
53656,Pancake,Litchi,Fruit,4
53657,Pancake,Loquat,Fruit,4
53658,Pancake,Mango,Fruit,4
53659,Pancake,Melon,Fruit,4
53660,Pancake,Musk Melon,Melon,4
53661,Pancake,Orange,Fruit,4
53662,Pancake,Papaya,Fruit,4
53663,Pancake,Passionfruit,Fruit,4
53664,Pancake,Peach,Fruit,4
53665,Pancake,Pear,Fruit,4
53666,Pancake,Prickly Pear,Pear,4
53667,Pancake,Pineapple,Fruit,4
53668,Pancake,Plum,Fruit,4
53669,Pancake,Pumpkin,Fruit,4
53670,Pancake,Quince,Fruit,4
53671,Pancake,Sapodilla,Fruit,4
53672,Pancake,Starfruit,Fruit,4
53673,Pancake,Tamarind,Fruit,4
53674,Pancake,Cranberry,Berry,4
53675,Pancake,Gooseberry,Berry,4
53676,Pancake,Lingonberry,Berry,4
53677,Pancake,Loganberry,Berry,4
53678,Pancake,Raspberry,Berry,4
53679,Pancake,Strawberry,Berry,4
53680,Pancake,Grapefruit Fruit,Fruit,4
53681,Pancake,Kumquat Fruit,Fruit,4
53682,Pancake,Lemon Fruit,Fruit,4
53683,Pancake,Lime Fruit,Fruit,4
53684,Pancake,Mandarin Orange Fruit,Orange,4
53685,Pancake,Mushroom,Fungus,4
53686,Pancake,Basil,Herb,4
53687,Pancake,Buckwheat,Herb,4
53688,Pancake,Chervil,Herb,4
53689,Pancake,Coriander,Herb,4
53690,Pancake,Dill,Herb,4
53691,Pancake,Fennel,Herb,4
53692,Pancake,Fenugreek,Herb,4
53693,Pancake,Garlic,Herb,4
53694,Pancake,Rhubarb,Herb,4
53695,Pancake,Rosemary,Herb,4
53696,Pancake,Beef,Meat,4
53697,Pancake,Chicken,Meat,4
53698,Pancake,Mutton,Meat,4
53699,Pancake,Pork,Meat,4
53700,Pancake,Turkey,Meat,4
53701,Pancake,Almond,Nut,4
53702,Pancake,Brazil Nut,Nut,4
53703,Pancake,Beans,Legume,4
53704,Pancake,Lima Beans,Beans,4
53705,Pancake,Peanut,Nut,4
53706,Pancake,Peas,Legume,4
53707,Pancake,Soybean,Legume,4
53708,Pancake,Soybean Sauce Plant,Sauce,4
53709,Pancake,Hazelnut,Nut,4
53710,Pancake,Macadamia Nut,Nut,4
53711,Pancake,Pecans,Nut,4
53712,Pancake,Walnut,Nut,4
53713,Pancake,Sesame,Seed,4
53714,Pancake,Chicory,Plant,4
53715,Pancake,Laurel,Plant,4
53716,Pancake,Olive,Plant,4
53717,Pancake,Pine,Plant,4
53718,Pancake,Tea,Plant,4
53719,Pancake,Watercress,Plant,4
53720,Pancake,Honey Plant,Plant,4
53721,Pancake,Rye,Cereal,4
53722,Pectin,Bread,Bakery,2
53723,Pectin,Rye Bread,Bread,2
53724,Pectin,Wholewheat Bread,Bread,2
53725,Pectin,Beer Beverage,Beverage,2
53726,Pectin,Gin Beverage,Beverage,2
53727,Pectin,Rum Beverage,Beverage,2
53728,Pectin,Whisky Beverage,Beverage,2
53729,Pectin,Wine Beverage,Beverage,2
53730,Pectin,Sake Beverage,Beverage,2
53731,Pectin,Coffee Beverage,Beverage,2
53732,Pectin,Barley,Cereal,2
53733,Pectin,Crispbread,Cereal,2
53734,Pectin,Oats,Cereal,2
53735,Pectin,Rice,Cereal,2
53736,Pectin,Corn,Maize,2
53737,Pectin,Popcorn,Maize,2
53738,Pectin,Butter,Dairy,2
53739,Pectin,Buttermilk,Dairy,2
53740,Pectin,Cheese,Dairy,2
53741,Pectin,Other Cheeses,Cheeses,2
53742,Pectin,Milk,Dairy,2
53743,Pectin,Milk Fat,Fat,2
53744,Pectin,Milk Powder,Powder,2
53745,Pectin,Yogurt,Dairy,2
53746,Pectin,Lemon Grass Essential,Grass,2
53747,Pectin,Crab,Seafood,2
53748,Pectin,Crayfish,Seafood,2
53749,Pectin,Kelp,Seafood,2
53750,Pectin,Lobster,Seafood,2
53751,Pectin,Mollusc,Seafood,2
53752,Pectin,Oyster,Seafood,2
53753,Pectin,Scallop,Seafood,2
53754,Pectin,Shrimp,Seafood,2
53755,Pectin,Squid,Seafood,2
53756,Pectin,Bonito,Fish,2
53757,Pectin,Codfish,Fish,2
53758,Pectin,Artichoke,Flower,2
53759,Pectin,Apple,Fruit,2
53760,Pectin,Apricot,Fruit,2
53761,Pectin,Avocado,Fruit,2
53762,Pectin,Banana,Fruit,2
53763,Pectin,Cherimoya,Fruit,2
53764,Pectin,Coconut,Fruit,2
53765,Pectin,Black Currant,Currant,2
53766,Pectin,Red Currant,Currant,2
53767,Pectin,Dates,Fruit,2
53768,Pectin,Durian,Fruit,2
53769,Pectin,Elderberry,Fruit-Berry,2
53770,Pectin,Feijoa,Fruit,2
53771,Pectin,Fig,Fruit,2
53772,Pectin,Grape,Fruit,2
53773,Pectin,Guava,Fruit,2
53774,Pectin,Hogplum,Fruit,2
53775,Pectin,Jackfruit,Fruit,2
53776,Pectin,Kiwifruit,Fruit,2
53777,Pectin,Litchi,Fruit,2
53778,Pectin,Loquat,Fruit,2
53779,Pectin,Mango,Fruit,2
53780,Pectin,Melon,Fruit,2
53781,Pectin,Musk Melon,Melon,2
53782,Pectin,Naranjilla,Fruit,2
53783,Pectin,Orange,Fruit,2
53784,Pectin,Papaya,Fruit,2
53785,Pectin,Passionfruit,Fruit,2
53786,Pectin,Peach,Fruit,2
53787,Pectin,Pear,Fruit,2
53788,Pectin,Prickly Pear,Pear,2
53789,Pectin,Pineapple,Fruit,2
53790,Pectin,Plum,Fruit,2
53791,Pectin,Pumpkin,Fruit,2
53792,Pectin,Quince,Fruit,2
53793,Pectin,Sapodilla,Fruit,2
53794,Pectin,Soursop,Fruit,2
53795,Pectin,Starfruit,Fruit,2
53796,Pectin,Tamarind,Fruit,2
53797,Pectin,Blueberry,Berry,2
53798,Pectin,Cherry,Berry,2
53799,Pectin,Bitter Cherry,Cherry,2
53800,Pectin,Sour Cherry,Cherry,2
53801,Pectin,Cloudberry,Berry,2
53802,Pectin,Cranberry,Berry,2
53803,Pectin,Gooseberry,Berry,2
53804,Pectin,Lingonberry,Berry,2
53805,Pectin,Loganberry,Berry,2
53806,Pectin,Raspberry,Berry,2
53807,Pectin,Strawberry,Berry,2
53808,Pectin,Grapefruit Fruit,Fruit,2
53809,Pectin,Kumquat Fruit,Fruit,2
53810,Pectin,Lemon Fruit,Fruit,2
53811,Pectin,Lime Fruit,Fruit,2
53812,Pectin,Mandarin Orange Fruit,Orange,2
53813,Pectin,Vanilla Fruit,Fruit,2
53814,Pectin,Mushroom,Fungus,2
53815,Pectin,Basil,Herb,2
53816,Pectin,Buckwheat,Herb,2
53817,Pectin,Chervil,Herb,2
53818,Pectin,Coriander,Herb,2
53819,Pectin,Dill,Herb,2
53820,Pectin,Fennel,Herb,2
53821,Pudding,Bread,Bakery,4
53822,Pudding,Wholewheat Bread,Bread,4
53823,Pudding,Wine Beverage,Beverage,4
53824,Pudding,Barley,Cereal,4
53825,Pudding,Crispbread,Cereal,4
53826,Pudding,Oats,Cereal,4
53827,Pudding,Rice,Cereal,4
53828,Pudding,Corn,Maize,4
53829,Pudding,Popcorn,Maize,4
53830,Pudding,Butter,Dairy,4
53831,Pudding,Cheese,Dairy,4
53832,Pudding,Other Cheeses,Cheeses,4
53833,Pudding,Milk,Dairy,4
53834,Pudding,Yogurt,Dairy,4
53835,Pudding,Crab,Seafood,4
53836,Pudding,Codfish,Fish,4
53837,Pudding,Artichoke,Flower,4
53838,Pudding,Apple,Fruit,4
53839,Pudding,Apricot,Fruit,4
53840,Pudding,Avocado,Fruit,4
53841,Pudding,Banana,Fruit,4
53842,Pudding,Cherimoya,Fruit,4
53843,Pudding,Coconut,Fruit,4
53844,Pudding,Black Currant,Currant,4
53845,Pudding,Red Currant,Currant,4
53846,Pudding,Dates,Fruit,4
53847,Pudding,Elderberry,Fruit-Berry,4
53848,Pudding,Feijoa,Fruit,4
53849,Pudding,Fig,Fruit,4
53850,Pudding,Grape,Fruit,4
53851,Pudding,Guava,Fruit,4
53852,Pudding,Jackfruit,Fruit,4
53853,Pudding,Kiwifruit,Fruit,4
53854,Pudding,Litchi,Fruit,4
53855,Pudding,Loquat,Fruit,4
53856,Pudding,Mango,Fruit,4
53857,Pudding,Melon,Fruit,4
53858,Pudding,Musk Melon,Melon,4
53859,Pudding,Orange,Fruit,4
53860,Pudding,Papaya,Fruit,4
53861,Pudding,Passionfruit,Fruit,4
53862,Pudding,Peach,Fruit,4
53863,Pudding,Pear,Fruit,4
53864,Pudding,Prickly Pear,Pear,4
53865,Pudding,Pineapple,Fruit,4
53866,Pudding,Plum,Fruit,4
53867,Pudding,Pumpkin,Fruit,4
53868,Pudding,Quince,Fruit,4
53869,Pudding,Sapodilla,Fruit,4
53870,Pudding,Starfruit,Fruit,4
53871,Pudding,Tamarind,Fruit,4
53872,Pudding,Cranberry,Berry,4
53873,Pudding,Gooseberry,Berry,4
53874,Pudding,Lingonberry,Berry,4
53875,Pudding,Loganberry,Berry,4
53876,Pudding,Raspberry,Berry,4
53877,Pudding,Strawberry,Berry,4
53878,Pudding,Grapefruit Fruit,Fruit,4
53879,Pudding,Kumquat Fruit,Fruit,4
53880,Pudding,Lemon Fruit,Fruit,4
53881,Pudding,Lime Fruit,Fruit,4
53882,Pudding,Mandarin Orange Fruit,Orange,4
53883,Pudding,Mushroom,Fungus,4
53884,Pudding,Basil,Herb,4
53885,Pudding,Buckwheat,Herb,4
53886,Pudding,Chervil,Herb,4
53887,Pudding,Coriander,Herb,4
53888,Pudding,Dill,Herb,4
53889,Pudding,Fennel,Herb,4
53890,Pudding,Fenugreek,Herb,4
53891,Pudding,Garlic,Herb,4
53892,Pudding,Rhubarb,Herb,4
53893,Pudding,Rosemary,Herb,4
53894,Pudding,Beef,Meat,4
53895,Pudding,Chicken,Meat,4
53896,Pudding,Mutton,Meat,4
53897,Pudding,Pork,Meat,4
53898,Pudding,Turkey,Meat,4
53899,Pudding,Almond,Nut,4
53900,Pudding,Brazil Nut,Nut,4
53901,Pudding,Beans,Legume,4
53902,Pudding,Lima Beans,Beans,4
53903,Pudding,Peanut,Nut,4
53904,Pudding,Peas,Legume,4
53905,Pudding,Soybean,Legume,4
53906,Pudding,Soybean Sauce Plant,Sauce,4
53907,Pudding,Hazelnut,Nut,4
53908,Pudding,Macadamia Nut,Nut,4
53909,Pudding,Pecans,Nut,4
53910,Pudding,Walnut,Nut,4
53911,Pudding,Sesame,Seed,4
53912,Pudding,Chicory,Plant,4
53913,Pudding,Laurel,Plant,4
53914,Pudding,Olive,Plant,4
53915,Pudding,Pine,Plant,4
53916,Pudding,Tea,Plant,4
53917,Pudding,Watercress,Plant,4
53918,Pudding,Honey Plant,Plant,4
53919,Pudding,Rye,Cereal,4
53920,Waffle,Bread,Bakery,3
53921,Waffle,Rye Bread,Bread,3
53922,Waffle,Wholewheat Bread,Bread,3
53923,Waffle,Beer Beverage,Beverage,3
53924,Waffle,Gin Beverage,Beverage,3
53925,Waffle,Rum Beverage,Beverage,3
53926,Waffle,Whisky Beverage,Beverage,3
53927,Waffle,Wine Beverage,Beverage,3
53928,Waffle,Sake Beverage,Beverage,3
53929,Waffle,Coffee Beverage,Beverage,3
53930,Waffle,Barley,Cereal,3
53931,Waffle,Crispbread,Cereal,3
53932,Waffle,Oats,Cereal,3
53933,Waffle,Rice,Cereal,3
53934,Waffle,Corn,Maize,3
53935,Waffle,Popcorn,Maize,3
53936,Waffle,Butter,Dairy,3
53937,Waffle,Buttermilk,Dairy,3
53938,Waffle,Cheese,Dairy,3
53939,Waffle,Other Cheeses,Cheeses,3
53940,Waffle,Milk,Dairy,3
53941,Waffle,Milk Powder,Powder,3
53942,Waffle,Yogurt,Dairy,3
53943,Waffle,Crab,Seafood,3
53944,Waffle,Crayfish,Seafood,3
53945,Waffle,Lobster,Seafood,3
53946,Waffle,Mollusc,Seafood,3
53947,Waffle,Oyster,Seafood,3
53948,Waffle,Scallop,Seafood,3
53949,Waffle,Shrimp,Seafood,3
53950,Waffle,Codfish,Fish,3
53951,Waffle,Artichoke,Flower,3
53952,Waffle,Apple,Fruit,3
53953,Waffle,Apricot,Fruit,3
53954,Waffle,Avocado,Fruit,3
53955,Waffle,Banana,Fruit,3
53956,Waffle,Cherimoya,Fruit,3
53957,Waffle,Coconut,Fruit,3
53958,Waffle,Black Currant,Currant,3
53959,Waffle,Red Currant,Currant,3
53960,Waffle,Dates,Fruit,3
53961,Waffle,Elderberry,Fruit-Berry,3
53962,Waffle,Feijoa,Fruit,3
53963,Waffle,Fig,Fruit,3
53964,Waffle,Grape,Fruit,3
53965,Waffle,Guava,Fruit,3
53966,Waffle,Jackfruit,Fruit,3
53967,Waffle,Kiwifruit,Fruit,3
53968,Waffle,Litchi,Fruit,3
53969,Waffle,Loquat,Fruit,3
53970,Waffle,Mango,Fruit,3
53971,Waffle,Melon,Fruit,3
53972,Waffle,Musk Melon,Melon,3
53973,Waffle,Orange,Fruit,3
53974,Waffle,Papaya,Fruit,3
53975,Waffle,Passionfruit,Fruit,3
53976,Waffle,Peach,Fruit,3
53977,Waffle,Pear,Fruit,3
