Name,Ash,Calcium,Calories,Carbohydrate,Copper,Fat,Iron,Magnesium,Potassium,Protein,Saturated_fatty_acids,Sodium,Vitamin_A_RAE,Vitamin_B6,Water,Zinc,Fatty_acids_total_trans,Manganese,Vitamin_D,Glycemic_Load,Completeness_Score,Amino_Acid_Score,Category,Sub_Category,cluster,Cohort
chicken roasted cooked meat only leg broilers or fryers,0.88,10.2,148.0,0.0,0.05,6.63,0.92,20.4,228.65,20.59,1.792,84.15,5.95,0.361,57.54,1.79,0.028,0.016,0.09,0.0,36.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
cheese spread reduced fat american or cheddar cheese base,1.09,116.97,37.0,2.25,0.01,1.865,0.08,5.67,52.5,2.82,1.186,231.42,38.85,0.021,12.98,0.38,0.069,0.005,0.0,,,,Branded Foods,Other_Condiments,2,Frozen & Preserved
pork unheated canned extra lean and regular ham cured,3.03,5.1,122.0,0.0,0.07,6.341,0.77,13.6,283.9,15.27,2.083,1084.6,0.0,0.391,60.45,1.56,,0.02,0.51,0.0,40.0,140.0,Branded Foods,,2,Frozen & Preserved
bread unenriched includes corn muffin mix dry mix cornbread,1.02,16.16,119.0,19.7,0.02,3.459,0.17,6.8,32.04,1.98,0.876,314.97,1.7,0.036,2.21,0.16,,0.089,,103.0,17.0,55.0,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
puddings prepared with 2 milk regular dry mix chocolate,1.23,143.36,142.0,25.29,0.12,2.637,0.44,26.88,199.68,4.2,1.65,130.56,60.16,0.041,94.64,0.73,0.093,0.136,1.28,3.0,34.0,132.0,Branded Foods,,0,Confectionaries
beverages frozen concentrate with pulp breakfast type orangeflavor drink,0.46,45.89,61.0,15.14,0.01,0.176,0.09,0.71,153.55,0.04,0.028,8.47,0.0,0.0,19.49,0.02,0.0,0.01,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
pork roasted regular approximately 11 fat boneless ham cured,5.54,11.2,249.0,0.0,0.2,12.628,1.88,30.8,572.6,31.67,4.368,2100.0,0.0,0.434,90.36,3.46,,0.057,1.12,0.0,40.0,119.0,Branded Foods,,2,Frozen & Preserved
toaster pastries frosted include apples blueberry cherry strawberry fruit,0.58,6.36,204.0,38.07,0.03,4.781,2.31,5.83,45.58,2.13,1.638,164.83,107.06,0.262,7.44,0.19,0.018,0.171,0.0,26.0,22.0,51.0,Branded Foods,,0,Confectionaries
cowpeas blackeyes with salt drained boiled cooked immature seeds,1.07,211.2,160.0,33.53,0.22,0.627,1.85,85.8,689.7,5.23,0.158,6.6,66.0,0.107,124.54,1.7,0.0,0.944,0.0,13.0,67.0,116.0,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
cowpeas blackeyes without salt drained boiled cooked immature seeds,1.07,211.2,160.0,33.53,0.22,0.627,1.85,85.8,689.7,5.23,0.158,6.6,66.0,0.107,124.54,1.7,0.0,0.944,0.0,13.0,69.0,116.0,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
peas without salt drained boiled cooked sprouted mature seeds,0.99,26.0,98.0,17.08,0.02,0.51,1.67,41.0,268.0,7.05,0.09,3.0,5.0,0.128,74.37,0.78,0.0,0.325,0.0,3.0,54.0,,Branded Foods,,1,Whole Nutrient
pork unheated separable lean only bonein slice ham cured,2.37,11.05,111.0,0.0,0.13,3.051,1.05,19.55,314.5,20.71,0.934,646.0,0.0,0.41,59.47,2.07,0.023,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean only bonein rump ham cured,2.37,11.05,111.0,0.0,0.13,3.051,1.05,19.55,314.5,20.71,0.934,646.0,0.0,0.41,59.47,2.07,0.023,0.019,,,,,Branded Foods,,2,Frozen & Preserved
chesters flamin hot popcorn 875 ounces by frito lay,,20.09,140.0,12.0,,8.0,0.36,,,2.0,0.999,330.09,,,,,0.0,,,,,,Branded Foods,Canned_Tuna,5,Unhealthy & Over-indulgent
cake enriched commercially prepared cinnamon with crumb topping coffeecake,0.4,15.31,119.0,13.24,0.04,6.606,0.54,6.24,34.87,1.93,1.643,99.51,9.36,0.008,6.21,0.23,,0.128,,,,,Branded Foods,Powdered_Drinks,0,Confectionaries
cheese large or small curd dry uncreamed nonfat cottage,2.48,124.7,104.0,9.66,0.04,0.42,0.22,15.95,198.65,14.99,0.245,539.4,2.9,0.023,117.46,0.68,,0.032,0.0,6.0,38.0,120.0,Branded Foods,Other_Condiments,2,Frozen & Preserved
pie crust chilled vanilla wafer prepared from recipe cookietype,1.81,54.18,685.0,64.76,0.09,46.698,2.1,12.9,101.91,4.77,9.59,664.35,347.01,0.067,10.96,0.31,,0.23,0.65,,,,Branded Foods,,0,Confectionaries
cake unenriched other than all butter commercially prepared pound,0.42,19.2,117.0,15.75,0.02,5.37,0.18,3.9,31.8,1.56,1.394,120.0,10.5,0.007,6.93,0.12,,0.026,,9.0,9.0,107.0,Branded Foods,Powdered_Drinks,0,Confectionaries
cake enriched other than all butter commercially prepared pound,0.42,19.2,117.0,15.75,0.02,5.37,0.18,3.9,31.8,1.56,1.394,120.0,10.5,0.007,6.93,0.12,,0.026,,9.0,13.0,107.0,Branded Foods,Powdered_Drinks,0,Confectionaries
pork raw separable lean and fat whole loin fresh,1.08,20.34,224.0,0.0,0.06,14.215,0.89,23.73,402.28,22.31,4.927,56.5,2.26,0.533,75.62,1.97,,0.012,0.56,0.0,35.0,145.0,Branded Foods,,4,Keto & Strength
peas and onions without salt drained boiled cooked frozen,0.81,25.2,81.0,15.53,0.11,0.36,1.69,23.4,210.6,4.57,0.065,66.6,95.4,0.157,158.72,0.52,0.0,0.299,0.0,7.0,75.0,85.0,Branded Foods,,0,Confectionaries
peas and carrots without salt drained boiled cooked frozen,0.81,25.2,81.0,15.53,0.11,0.36,1.69,23.4,210.6,4.57,0.065,66.6,95.4,0.157,158.72,0.52,0.0,0.299,0.0,10.0,82.0,97.0,Branded Foods,,0,Confectionaries
beverages decaffeinated prepared with tap water brewed black tea,0.01,0.0,0.3,0.09,0.0,0.0,0.01,0.89,10.95,0.0,0.001,0.89,0.0,0.0,29.51,0.01,0.0,0.065,0.0,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
chicken roasted cooked meat only thigh broilers or fryers,0.12,2.08,26.0,0.0,0.01,1.057,0.15,2.73,27.3,3.96,0.294,11.96,2.34,0.077,8.16,0.28,,0.002,0.01,0.0,34.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken roasted cooked meat only back broilers or fryers,0.12,2.08,26.0,0.0,0.01,1.057,0.15,2.73,27.3,3.96,0.294,11.96,2.34,0.077,8.16,0.28,,0.002,0.01,0.0,32.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken roasted cooked meat only wing broilers or fryers,0.12,2.08,26.0,0.0,0.01,1.057,0.15,2.73,27.3,3.96,0.294,11.96,2.34,0.077,8.16,0.28,,0.002,0.01,0.0,32.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken roasted cooked meat only leg broilers or fryers,0.12,2.08,26.0,0.0,0.01,1.057,0.15,2.73,27.3,3.96,0.294,11.96,2.34,0.077,8.16,0.28,,0.002,0.01,0.0,36.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
andy capp hot fries 15 oz by conagra brands,,0.0,190.0,31.0,,6.001,0.0,,124.95,3.0,2.499,459.85,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
andy capp hot fries 3 oz by conagra brands,,0.0,190.0,31.0,,6.001,0.0,,124.95,3.0,2.499,459.85,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
andy capp bbq fries 3 oz by conagra brands,,0.0,140.0,18.0,,7.0,0.0,,45.08,1.0,2.999,199.92,,,,,0.0,,,,,,,,0,Confectionaries
andy capp hot fries 3 oz by conagra brands,,0.0,140.0,18.0,,7.0,0.0,,45.08,1.0,2.999,199.92,,,,,0.0,,,,,,,,0,Confectionaries
corn no salt added vacuum pack canned yellow sweet,2.25,10.5,166.0,40.82,0.1,1.05,0.88,48.3,390.6,5.06,0.162,6.3,8.4,0.116,160.82,0.97,0.0,0.141,0.0,8.0,48.0,83.0,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
oil partially hydrogenated and cottonseed salad or cooking soybean,0.0,0.0,120.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,2.448,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,Branded Foods,,1,Whole Nutrient
pork raw leaf fat variety meats and byproducts fresh,0.03,0.28,243.0,0.0,0.0,26.694,0.03,0.28,8.79,0.5,12.823,1.42,0.0,0.009,1.16,0.05,,0.0,,,,,Branded Foods,,1,Whole Nutrient
9z smart foods reduced fat white cheddar by fritolay,,19.88,130.0,18.0,,6.0,0.36,,59.92,3.0,1.0,250.04,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
pork braised cooked kidneys variety meats and byproducts fresh,1.82,18.2,211.0,0.0,0.96,6.58,7.41,25.2,200.2,35.56,2.114,112.0,109.2,0.644,96.18,5.81,,0.209,,,,,Branded Foods,,4,Keto & Strength
pork braised cooked heart variety meats and byproducts fresh,1.82,18.2,211.0,0.0,0.96,6.58,7.41,25.2,200.2,35.56,2.114,112.0,109.2,0.644,96.18,5.81,,0.209,,,,,Branded Foods,,4,Keto & Strength
cocoa processed with alkali hifat or breakfast dry powder,0.41,7.32,29.0,2.98,0.22,1.423,0.87,28.56,150.54,1.01,0.758,1.2,0.0,0.011,0.18,0.4,,,0.0,,,,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
agutuk fish with shortening alaskan ice cream alaska native,3.0,,470.0,10.5,0.03,43.5,0.2,16.0,206.0,9.0,8.6,24.0,34.0,,34.0,0.47,,,,0.0,8.0,,,,1,Whole Nutrient
oil woks and light frying canola for salads industrial,0.0,0.0,120.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,1.055,0.0,0.0,0.0,0.0,0.0,0.241,0.0,,0.0,6.0,0.0,Branded Foods,,1,Whole Nutrient
pie crust chilled graham cracker prepared from recipe cookietype,0.45,6.0,145.0,19.17,0.04,7.32,0.64,5.4,25.8,1.23,1.528,168.0,57.3,0.011,1.83,0.14,,0.136,,,,,Branded Foods,,0,Confectionaries
danish pastry unenriched includes apple cinnamon raisin strawberry fruit,0.34,13.04,105.0,13.55,0.02,5.245,0.21,4.25,23.53,1.53,0.801,100.36,6.24,0.011,7.68,0.15,,0.072,,37.0,13.0,64.0,Branded Foods,Crusts_AND_Dough,0,Confectionaries
peas and onions without salt drained boiled cooked frozen,1.58,63.94,133.0,28.13,0.21,1.168,2.61,44.48,439.24,8.59,0.214,189.04,1323.28,0.242,238.52,1.25,0.0,0.562,0.0,7.0,75.0,85.0,Branded Foods,,0,Confectionaries
peas and carrots without salt drained boiled cooked frozen,1.58,63.94,133.0,28.13,0.21,1.168,2.61,44.48,439.24,8.59,0.214,189.04,1323.28,0.242,238.52,1.25,0.0,0.562,0.0,10.0,82.0,97.0,Branded Foods,,0,Confectionaries
seal in oil alaska native dried meat bearded oogruk,1.42,7.0,367.0,0.0,0.27,25.08,17.0,29.0,400.0,35.31,3.92,120.0,,0.091,35.48,3.1,,0.037,,0.0,43.0,103.0,Branded Foods,,4,Keto & Strength
turkey roasted cooked meat and skin back all classes,0.88,17.85,161.0,0.0,0.04,6.299,1.19,22.95,244.8,24.4,1.785,53.55,0.0,0.408,53.74,1.73,,0.017,,0.0,34.0,139.0,Branded Foods,,4,Keto & Strength
turkey roasted cooked meat and skin breast all classes,0.88,17.85,161.0,0.0,0.04,6.299,1.19,22.95,244.8,24.4,1.785,53.55,0.0,0.408,53.74,1.73,,0.017,,0.0,33.0,142.0,Branded Foods,,4,Keto & Strength
margarinelike spread with yogurt with salt stick 70 fat,0.28,2.8,88.0,0.07,0.0,9.8,0.0,0.28,3.5,0.04,1.862,82.6,114.66,0.007,3.92,0.01,,,0.0,,,,Branded Foods,,0,Confectionaries
babyfood fortified junior with applesauce and bananas mixed cereal,0.11,25.8,24.0,5.33,0.02,0.145,1.93,1.98,31.47,0.2,0.02,1.42,0.0,0.029,22.57,0.29,,,0.0,,,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
peas solids and liquids no salt added canned green,1.04,22.32,66.0,12.09,0.13,0.372,1.26,21.08,124.0,3.96,0.067,11.16,89.28,0.081,106.54,0.87,0.0,0.327,0.0,5.0,77.0,84.0,Branded Foods,,1,Whole Nutrient
chicken roasted cooked meat only thigh broilers or fryers,0.92,20.4,203.0,0.0,0.07,11.186,1.18,18.7,201.45,23.96,3.06,81.6,0.0,0.289,49.94,2.25,,0.019,0.09,0.0,34.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken roasted cooked meat only back broilers or fryers,0.92,20.4,203.0,0.0,0.07,11.186,1.18,18.7,201.45,23.96,3.06,81.6,0.0,0.289,49.94,2.25,,0.019,0.09,0.0,32.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken roasted cooked meat only wing broilers or fryers,0.92,20.4,203.0,0.0,0.07,11.186,1.18,18.7,201.45,23.96,3.06,81.6,0.0,0.289,49.94,2.25,,0.019,0.09,0.0,32.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken roasted cooked meat only leg broilers or fryers,0.92,20.4,203.0,0.0,0.07,11.186,1.18,18.7,201.45,23.96,3.06,81.6,0.0,0.289,49.94,2.25,,0.019,0.09,0.0,36.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
puddings prepared with whole milk regular dry mix vanilla,1.26,138.6,158.0,26.49,0.04,4.06,0.06,12.6,166.6,3.92,2.3,218.4,56.0,0.039,104.29,0.46,,0.007,1.54,13.0,25.0,,Branded Foods,,0,Confectionaries
breakfast bars coconut include granola bar raisins sugar oats,0.77,25.8,200.0,28.68,0.15,7.568,1.37,43.43,140.18,4.21,5.457,107.93,3.44,0.15,1.76,0.69,,,0.0,18.0,25.0,,Foundation Foods,Tomatoes,3,Packaged
pork raw separable lean only whole leg ham fresh,1.19,6.78,154.0,0.0,0.08,6.113,1.14,28.25,416.97,23.14,2.113,62.15,2.26,0.565,82.38,2.57,,0.033,0.68,0.0,43.0,146.0,Branded Foods,,4,Keto & Strength
act ii kettle corn 875 oz by conagra brands,,0.0,100.0,21.0,,2.499,0.72,,89.9,3.0,1.001,289.85,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
milk calcium fortified fat free or skim nonfat fluid,1.9,503.88,86.0,11.98,0.03,0.445,0.1,27.17,410.02,8.4,0.289,128.44,338.39,0.099,224.28,0.99,,,2.96,9.0,54.0,,Branded Foods,,0,Confectionaries
milk with added calcium reduced fat commercial fluid chocolate,2.02,485.0,195.0,30.32,0.19,4.75,0.6,35.0,307.5,7.47,2.942,165.0,160.0,0.06,205.43,0.97,,0.155,,15.0,44.0,134.0,Branded Foods,,0,Confectionaries
puddings prepared with whole milk instant dry mix banana,1.52,119.38,146.0,25.1,0.03,3.556,0.06,11.43,142.24,3.33,1.984,368.3,48.26,0.038,93.5,0.41,,0.006,1.4,3.0,25.0,138.0,Branded Foods,,5,Unhealthy & Over-indulgent
ham deli meat 96fat free water added prepackaged sliced,0.46,0.65,14.0,0.09,0.01,0.525,0.08,2.47,60.19,2.19,0.16,122.85,0.0,0.051,9.73,0.2,0.002,0.002,0.08,,,,Branded Foods,,2,Frozen & Preserved
cracker barrel from kids menu fried chicken tenderloin platter,3.17,12.36,303.0,20.85,0.07,15.872,0.6,29.87,339.9,19.23,2.915,897.13,2.06,0.457,43.89,0.69,0.13,0.274,,,,,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
cookies unenriched higher fat regular commercially prepared chocolate chip,0.31,7.09,136.0,18.94,0.06,6.407,0.28,8.79,38.27,1.53,2.119,89.3,0.0,0.016,1.16,0.18,,0.127,,,,,Branded Foods,Crusts_AND_Dough,3,Packaged
cake unenriched other than all butter commercially prepared pound,0.42,19.2,117.0,15.75,0.02,5.37,0.49,3.9,31.8,1.56,1.394,120.0,10.5,0.007,6.93,0.12,,0.026,,9.0,9.0,107.0,Branded Foods,Powdered_Drinks,0,Confectionaries
cake enriched other than all butter commercially prepared pound,0.42,19.2,117.0,15.75,0.02,5.37,0.49,3.9,31.8,1.56,1.394,120.0,10.5,0.007,6.93,0.12,,0.026,,9.0,13.0,107.0,Branded Foods,Powdered_Drinks,0,Confectionaries
cowpeas blackeyes with salt drained boiled cooked immature seeds,2.05,211.2,155.0,32.55,0.22,0.627,1.85,85.8,689.7,5.23,0.158,396.0,66.0,0.107,124.54,1.7,0.0,0.944,0.0,13.0,67.0,116.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
cowpeas blackeyes without salt drained boiled cooked immature seeds,2.05,211.2,155.0,32.55,0.22,0.627,1.85,85.8,689.7,5.23,0.158,396.0,66.0,0.107,124.54,1.7,0.0,0.944,0.0,13.0,69.0,116.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
babyfood prepared with whole milk with bananas rice cereal,0.23,44.23,24.0,2.97,0.01,0.941,1.03,5.67,51.03,1.01,0.51,13.32,12.19,0.024,23.19,0.13,,0.001,0.34,2.0,46.0,136.0,Standard Reference Foods,Baked_Products,3,Packaged
beverages fortified with vitamin c aloe vera juice drink,0.05,19.2,36.0,9.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,19.2,0.0,0.0,230.95,0.0,0.0,,0.0,,,,Foundation Foods,Tomatoes,3,Packaged
pork unheated separable lean only bonein slice ham cured,2.33,5.95,106.0,0.27,0.74,2.482,0.92,20.4,327.25,20.79,0.743,626.45,0.0,0.437,59.13,2.22,0.017,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean only bonein rump ham cured,2.33,5.95,106.0,0.27,0.74,2.482,0.92,20.4,327.25,20.79,0.743,626.45,0.0,0.437,59.13,2.22,0.017,0.019,,,,,Branded Foods,,2,Frozen & Preserved
margarinelike with salt tub 60 fat vegetable oil spread,0.22,2.94,75.0,0.12,0.0,8.373,0.0,0.28,4.2,0.02,1.692,86.1,114.66,0.525,5.26,0.0,0.513,,0.0,,,,Branded Foods,,0,Confectionaries
orville redenbachers movie theatre butter popcorn 1741 oz by conagra brands,,0.0,150.0,18.0,,8.999,0.36,,60.06,2.0,4.501,330.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
orville redenbachers movie theatre butter popcorn 87 oz by conagra brands,,0.0,150.0,18.0,,8.999,0.36,,60.06,2.0,4.501,330.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
gardettos special request garlic rye chips by general mills sales inc,,0.0,170.0,15.0,,9.999,0.36,,,3.0,0.999,330.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey raw with added solution meat only from whole bird breast,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted with added solution meat only from whole bird breast,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted with added solution meat only from whole bird back,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
orville redenbachers movie theatre butter popcorn 1741 oz by conagra brands,,0.0,150.0,18.0,,8.999,0.36,,60.06,2.0,4.501,330.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
orville redenbachers movie theatre butter popcorn 87 oz by conagra brands,,0.0,150.0,18.0,,8.999,0.36,,60.06,2.0,4.501,330.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
pork unheated separable lean only boneless whole ham  water added cured,3.03,6.8,94.0,1.23,0.09,3.374,0.73,16.15,269.45,14.74,1.214,969.85,11.05,0.351,62.86,1.52,0.031,0.019,0.51,7.0,44.0,134.0,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean only bonein shank ham  water added cured,3.03,6.8,94.0,1.23,0.09,3.374,0.73,16.15,269.45,14.74,1.214,969.85,11.05,0.351,62.86,1.52,0.031,0.019,0.51,,,,Branded Foods,,2,Frozen & Preserved
danish pastry enriched includes apple cinnamon raisin lemon raspberry strawberry fruit,0.34,13.04,105.0,13.55,0.02,5.245,0.5,4.25,23.53,1.53,1.378,126.16,4.25,0.012,7.68,0.15,,0.072,0.0,37.0,19.0,64.0,Branded Foods,Crusts_AND_Dough,0,Confectionaries
doritos toasted corn tortilla chips 11 ounce bag by frito lay,,40.04,140.0,18.0,,7.0,0.0,,,2.0,1.0,120.12,,0.08,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
cheetos crunchy cheddar and jalapeno flavored snacks 225z by frito lay,,19.88,160.0,13.0,,9.999,0.36,,,2.0,1.501,290.08,,0.04,,,0.0,,,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
bugles nacho cheese crispy corn snacks by general mills sales inc,,0.0,150.0,18.0,,6.999,0.0,,0.0,2.0,6.0,300.0,,,,,0.0,,,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
beverages prepared with whole milk powder cereal grain beverage coffee substitute,1.48,220.15,120.0,10.36,0.02,6.105,0.2,29.6,318.2,6.11,3.813,90.65,51.8,0.078,160.95,0.7,,0.03,,7.0,45.0,138.0,Foundation Foods,Tomatoes,0,Confectionaries
muffins made with low fat 2 milk prepared from recipe corn,0.96,73.43,90.0,12.53,0.02,3.487,0.74,6.52,41.11,2.01,0.655,165.85,,0.026,9.36,0.17,,0.053,,15.0,29.0,84.0,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted cooked with added solution meat only breast retail parts,1.19,12.75,111.0,0.0,0.05,1.768,0.5,22.95,224.4,23.75,0.364,156.4,2.55,0.624,59.49,1.13,0.017,0.005,0.09,,,,Branded Foods,,0,Confectionaries
candies milk chocolate peanut butter and soft nougats fast break reeses,1.13,34.16,265.0,34.5,0.1,13.115,0.54,26.88,159.04,4.85,4.609,184.8,,0.039,2.3,0.53,0.0,0.0,,21.0,13.0,,Branded Foods,Powdered_Drinks,3,Packaged
gardettos deli style mustard pretzel mix by general mills sales inc,,0.0,130.0,23.0,,2.499,0.36,,,3.0,0.0,240.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
chicken grilled cooked meat only boneless skinless breast broiler or fryers,1.13,4.25,128.0,0.0,0.04,2.694,0.38,28.9,332.35,25.96,0.843,44.2,8.5,0.983,56.22,0.77,0.009,0.01,0.0,,,,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken braised cooked meat only boneless skinless breast broiler or fryers,1.13,4.25,128.0,0.0,0.04,2.694,0.38,28.9,332.35,25.96,0.843,44.2,8.5,0.983,56.22,0.77,0.009,0.01,0.0,,,,Branded Foods,Canned_Tuna,4,Keto & Strength
lays dill pickle potato chips 95 ounce bag by frito lay,,0.0,160.0,15.0,,9.999,0.36,15.96,320.04,2.0,1.501,220.08,,0.2,,0.3,0.0,,,,,,Branded Foods,,0,Confectionaries
beverages high vitamin c greater than 3 juice fruit juice drink,0.74,7.14,109.0,27.01,0.03,0.262,0.59,11.9,290.36,0.31,0.04,19.04,11.9,0.076,209.68,0.1,0.0,0.143,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
doritos nacho cheese tortilla chips 11 ounce bag by frito lay,,0.0,140.0,16.0,,8.0,0.0,,,2.0,1.0,210.0,,0.04,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
hk anderson garlic parmesan pretzel thins 72 oz by conagra brands,,0.0,120.0,21.0,,2.5,0.0,,35.0,3.0,0.0,339.92,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
squash with salt drained boiled cooked frozen includes skin zucchini summer,2.25,37.91,31.0,6.62,0.1,0.29,1.07,28.99,432.62,2.56,0.06,530.74,20.07,0.1,211.27,0.45,0.0,0.513,0.0,3.0,87.0,90.0,Branded Foods,,2,Frozen & Preserved
gelatin desserts sodiumcitrate and salt with added ascorbic acid dry mix,0.59,2.55,324.0,76.92,0.1,0.0,0.13,1.7,5.95,6.63,0.0,417.35,0.0,0.009,0.85,0.01,,0.014,,,,,Branded Foods,,0,Confectionaries
pork raw separable lean only blade steaks boston butt shoulder fresh,0.99,15.82,149.0,0.0,0.12,6.452,1.36,24.86,383.07,21.16,2.258,73.45,0.0,0.589,83.97,3.8,0.043,0.015,0.68,1.0,45.0,151.0,Branded Foods,,4,Keto & Strength
infant formula not reconstituted powder with iron advance similac abbott nutrition,0.28,34.85,44.0,4.65,0.04,2.454,0.8,2.72,46.92,0.93,0.839,10.71,40.2,0.027,0.19,0.33,,0.002,0.67,3.0,56.0,,Branded Foods,,1,Whole Nutrient
orville redenbachers all in one popcorn 5 oz by conagra brands,,0.0,150.0,18.0,,8.999,1.08,,90.09,3.0,1.0,299.97,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
bugles hot buffalo crispy corn snacks by general mills sales inc,,0.0,140.0,18.0,,6.999,0.0,,0.0,2.0,6.0,429.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
beverages diet peach ready to drink black and green tea snapple,,0.0,2.0,0.1,,0.0,0.0,,19.0,0.1,0.0,3.0,,,99.8,,0.0,,,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
turkey raw with added solution meat only from whole bird breast,1.6,15.82,115.0,0.16,0.06,1.876,0.61,28.25,273.46,24.34,0.606,232.78,6.78,0.876,86.35,1.47,0.027,0.008,0.11,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted with added solution meat only from whole bird breast,1.6,15.82,115.0,0.16,0.06,1.876,0.61,28.25,273.46,24.34,0.606,232.78,6.78,0.876,86.35,1.47,0.027,0.008,0.11,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted with added solution meat only from whole bird back,1.6,15.82,115.0,0.16,0.06,1.876,0.61,28.25,273.46,24.34,0.606,232.78,6.78,0.876,86.35,1.47,0.027,0.008,0.11,,,,Branded Foods,,5,Unhealthy & Over-indulgent
bugles sweet and salty caramel snacks by general mills sales inc,,0.0,150.0,19.0,,8.001,0.0,,0.0,1.0,5.001,189.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,0,Confectionaries
pork roasted cooked separable lean only shank half leg ham fresh,1.02,11.9,149.0,0.0,0.1,4.955,0.78,20.4,319.6,24.39,1.561,71.4,0.85,0.406,55.49,2.27,0.032,0.016,0.34,0.0,38.0,146.0,Branded Foods,,4,Keto & Strength
milk without added vitamin a and vitamin d instant nonfat dry,5.46,837.08,243.0,35.49,0.03,0.49,0.21,79.56,1159.4,23.87,0.32,373.32,2.72,0.235,2.69,3.0,,0.014,0.0,,,,Branded Foods,,5,Unhealthy & Over-indulgent
peppers solids and liquids excluding seeds pods canned green hot chili,1.02,5.11,15.0,3.72,0.07,0.073,0.36,10.22,136.51,0.66,0.007,856.29,26.28,0.112,67.53,0.12,0.0,0.101,0.0,1.0,80.0,87.0,Branded Foods,,2,Frozen & Preserved
lays baked potato crisps 1025 ounce plastic bag by frito lay,,10.08,120.0,22.0,,3.5,0.3,,229.88,2.0,0.0,159.88,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
